% of Delayed Flights,Airport Code,Airport Name,Minutes of Delay per Flight,Carrier Code,Carrier Name,City,Date,Minutes of Delay,Number of Flights,Ontime Category,State
,BWI,Baltimore/Washington International,,F9,Frontier,Baltimore,8/1/2013,0,0,Delayed by Weather,MD
,DTW,Detroit Metro Wayne County,,F9,Frontier,Detroit,8/1/2013,0,0,Delayed by Weather,MI
100%,MSP,Minneapolis-St Paul International,44,F9,Frontier,Minneapolis,8/1/2013,103,2.34,Delayed by Weather,MN
100%,LAS,McCarran International,50,F9,Frontier,Las Vegas,8/1/2013,10,0.2,Delayed by Weather,NV
,LGA,LaGuardia,,F9,Frontier,New York,8/1/2013,0,0,Delayed by Weather,NY
100%,DFW,Dallas/Fort Worth International,40,F9,Frontier,Dallas/Fort Worth,8/1/2013,40,1.01,Delayed by Weather,TX
100%,IAH,George Bush Intercontinental,37,F9,Frontier,Houston,8/1/2013,7,0.19,Delayed by Weather,TX
100%,SLC,Salt Lake City International,116,F9,Frontier,Salt Lake City,8/1/2013,124,1.07,Delayed by Weather,UT
100%,SEA,Seattle/Tacoma International,89,F9,Frontier,Seattle,8/1/2013,63,0.71,Delayed by Weather,WA
100%,LAX,Los Angeles International,90,FL,AirTran,Los Angeles,8/1/2013,94,1.04,Delayed by Weather,CA
100%,SFO,San Francisco International,74,FL,AirTran,San Francisco,8/1/2013,52,0.7,Delayed by Weather,CA
,DEN,Denver International,,FL,AirTran,Denver,8/1/2013,0,0,Delayed by Weather,CO
100%,MCO,Orlando International,44,FL,AirTran,Orlando,8/1/2013,200,4.52,Delayed by Weather,FL
100%,ATL,Hartsfield-Jackson Atlanta,52,FL,AirTran,Atlanta,8/1/2013,675,12.88,Delayed by Weather,GA
100%,BOS,Logan International,105,FL,AirTran,Boston,8/1/2013,196,1.87,Delayed by Weather,MA
100%,BWI,Baltimore/Washington International,63,FL,AirTran,Baltimore,8/1/2013,646,10.22,Delayed by Weather,MD
,DTW,Detroit Metro Wayne County,,FL,AirTran,Detroit,8/1/2013,0,0,Delayed by Weather,MI
,MSP,Minneapolis-St Paul International,,FL,AirTran,Minneapolis,8/1/2013,0,0,Delayed by Weather,MN
,LAS,McCarran International,,FL,AirTran,Las Vegas,8/1/2013,0,0,Delayed by Weather,NV
100%,LGA,LaGuardia,95,FL,AirTran,New York,8/1/2013,59,0.62,Delayed by Weather,NY
,PHX,Phoenix Sky Harbor International,,HA,Hawaiian,Phoenix,8/1/2013,0,0,Delayed by Weather,AZ
,LAX,Los Angeles International,,HA,Hawaiian,Los Angeles,8/1/2013,0,0,Delayed by Weather,CA
,SFO,San Francisco International,,HA,Hawaiian,San Francisco,8/1/2013,0,0,Delayed by Weather,CA
,LAS,McCarran International,,HA,Hawaiian,Las Vegas,8/1/2013,0,0,Delayed by Weather,NV
,JFK,John F. Kennedy International,,HA,Hawaiian,New York,8/1/2013,0,0,Delayed by Weather,NY
,SEA,Seattle/Tacoma International,,HA,Hawaiian,Seattle,8/1/2013,0,0,Delayed by Weather,WA
100%,LAX,Los Angeles International,162,MQ,A. Eagle,Los Angeles,8/1/2013,504,3.11,Delayed by Weather,CA
100%,DEN,Denver International,116,MQ,A. Eagle,Denver,8/1/2013,316,2.73,Delayed by Weather,CO
100%,ATL,Hartsfield-Jackson Atlanta,84,MQ,A. Eagle,Atlanta,8/1/2013,804,9.53,Delayed by Weather,GA
100%,ORD,Chicago O'Hare International,99,MQ,A. Eagle,Chicago,8/1/2013,4552,46.17,Delayed by Weather,IL
100%,BWI,Baltimore/Washington International,63,MQ,A. Eagle,Baltimore,8/1/2013,116,1.85,Delayed by Weather,MD
100%,DTW,Detroit Metro Wayne County,85,MQ,A. Eagle,Detroit,8/1/2013,933,10.93,Delayed by Weather,MI
100%,MSP,Minneapolis-St Paul International,57,MQ,A. Eagle,Minneapolis,8/1/2013,187,3.26,Delayed by Weather,MN
100%,CLT,Charlotte Douglas International,78,MQ,A. Eagle,Charlotte,8/1/2013,639,8.24,Delayed by Weather,NC
100%,EWR,Newark Liberty International,71,MQ,A. Eagle,Newark,8/1/2013,659,9.28,Delayed by Weather,NJ
100%,JFK,John F. Kennedy International,42,MQ,A. Eagle,New York,8/1/2013,94,2.23,Delayed by Weather,NY
100%,LGA,LaGuardia,93,MQ,A. Eagle,New York,8/1/2013,498,5.36,Delayed by Weather,NY
100%,DFW,Dallas/Fort Worth International,108,MQ,A. Eagle,Dallas/Fort Worth,8/1/2013,4680,43.28,Delayed by Weather,TX
100%,IAH,George Bush Intercontinental,55,MQ,A. Eagle,Houston,8/1/2013,151,2.75,Delayed by Weather,TX
100%,SLC,Salt Lake City International,82,MQ,A. Eagle,Salt Lake City,8/1/2013,40,0.49,Delayed by Weather,UT
100%,PHX,Phoenix Sky Harbor International,41,OO,SkyWest,Phoenix,8/1/2013,164,3.96,Delayed by Weather,AZ
100%,LAX,Los Angeles International,49,OO,SkyWest,Los Angeles,8/1/2013,249,5.11,Delayed by Weather,CA
100%,SFO,San Francisco International,113,OO,SkyWest,San Francisco,8/1/2013,837,7.38,Delayed by Weather,CA
100%,DEN,Denver International,65,OO,SkyWest,Denver,8/1/2013,1258,19.49,Delayed by Weather,CO
100%,ATL,Hartsfield-Jackson Atlanta,50,OO,SkyWest,Atlanta,8/1/2013,3,0.06,Delayed by Weather,GA
100%,ORD,Chicago O'Hare International,125,OO,SkyWest,Chicago,8/1/2013,813,6.5,Delayed by Weather,IL
,BOS,Logan International,,OO,SkyWest,Boston,8/1/2013,0,0,Delayed by Weather,MA
,BWI,Baltimore/Washington International,,OO,SkyWest,Baltimore,8/1/2013,0,0,Delayed by Weather,MD
100%,DTW,Detroit Metro Wayne County,18,OO,SkyWest,Detroit,8/1/2013,15,0.83,Delayed by Weather,MI
100%,MSP,Minneapolis-St Paul International,69,OO,SkyWest,Minneapolis,8/1/2013,344,5.02,Delayed by Weather,MN
,CLT,Charlotte Douglas International,,OO,SkyWest,Charlotte,8/1/2013,0,0,Delayed by Weather,NC
100%,LAS,McCarran International,65,OO,SkyWest,Las Vegas,8/1/2013,253,3.88,Delayed by Weather,NV
,LGA,LaGuardia,,OO,SkyWest,New York,8/1/2013,0,0,Delayed by Weather,NY
100%,DFW,Dallas/Fort Worth International,145,OO,SkyWest,Dallas/Fort Worth,8/1/2013,385,2.66,Delayed by Weather,TX
100%,IAH,George Bush Intercontinental,95,OO,SkyWest,Houston,8/1/2013,286,3,Delayed by Weather,TX
100%,SLC,Salt Lake City International,31,OO,SkyWest,Salt Lake City,8/1/2013,481,15.54,Delayed by Weather,UT
100%,SEA,Seattle/Tacoma International,114,OO,SkyWest,Seattle,8/1/2013,8,0.07,Delayed by Weather,WA
100%,PHX,Phoenix Sky Harbor International,93,UA,United,Phoenix,8/1/2013,445,4.76,Delayed by Weather,AZ
100%,LAX,Los Angeles International,68,UA,United,Los Angeles,8/1/2013,825,12.2,Delayed by Weather,CA
100%,SFO,San Francisco International,82,UA,United,San Francisco,8/1/2013,2023,24.57,Delayed by Weather,CA
100%,DEN,Denver International,73,UA,United,Denver,8/1/2013,1096,15.05,Delayed by Weather,CO
100%,MCO,Orlando International,78,UA,United,Orlando,8/1/2013,95,1.22,Delayed by Weather,FL
100%,ATL,Hartsfield-Jackson Atlanta,360,UA,United,Atlanta,8/1/2013,205,0.57,Delayed by Weather,GA
100%,ORD,Chicago O'Hare International,76,UA,United,Chicago,8/1/2013,1969,26.02,Delayed by Weather,IL
100%,BOS,Logan International,67,UA,United,Boston,8/1/2013,458,6.85,Delayed by Weather,MA
100%,BWI,Baltimore/Washington International,90,UA,United,Baltimore,8/1/2013,223,2.49,Delayed by Weather,MD
,DTW,Detroit Metro Wayne County,,UA,United,Detroit,8/1/2013,0,0,Delayed by Weather,MI
100%,MSP,Minneapolis-St Paul International,148,UA,United,Minneapolis,8/1/2013,34,0.23,Delayed by Weather,MN
,CLT,Charlotte Douglas International,,UA,United,Charlotte,8/1/2013,0,0,Delayed by Weather,NC
100%,EWR,Newark Liberty International,67,UA,United,Newark,8/1/2013,1021,15.16,Delayed by Weather,NJ
100%,LAS,McCarran International,62,UA,United,Las Vegas,8/1/2013,612,9.92,Delayed by Weather,NV
,JFK,John F. Kennedy International,,UA,United,New York,8/1/2013,0,0,Delayed by Weather,NY
100%,LGA,LaGuardia,88,UA,United,New York,8/1/2013,576,6.52,Delayed by Weather,NY
100%,DFW,Dallas/Fort Worth International,105,UA,United,Dallas/Fort Worth,8/1/2013,227,2.17,Delayed by Weather,TX
100%,IAH,George Bush Intercontinental,63,UA,United,Houston,8/1/2013,1356,21.4,Delayed by Weather,TX
100%,SLC,Salt Lake City International,41,UA,United,Salt Lake City,8/1/2013,41,1,Delayed by Weather,UT
100%,SEA,Seattle/Tacoma International,64,UA,United,Seattle,8/1/2013,619,9.68,Delayed by Weather,WA
100%,PHX,Phoenix Sky Harbor International,65,US,US Airways,Phoenix,8/1/2013,682,10.54,Delayed by Weather,AZ
100%,LAX,Los Angeles International,89,US,US Airways,Los Angeles,8/1/2013,89,1,Delayed by Weather,CA
100%,SFO,San Francisco International,56,US,US Airways,San Francisco,8/1/2013,90,1.61,Delayed by Weather,CA
100%,DEN,Denver International,80,US,US Airways,Denver,8/1/2013,41,0.51,Delayed by Weather,CO
100%,MCO,Orlando International,61,US,US Airways,Orlando,8/1/2013,79,1.29,Delayed by Weather,FL
100%,ATL,Hartsfield-Jackson Atlanta,35,US,US Airways,Atlanta,8/1/2013,39,1.13,Delayed by Weather,GA
100%,ORD,Chicago O'Hare International,52,US,US Airways,Chicago,8/1/2013,102,1.97,Delayed by Weather,IL
100%,BOS,Logan International,85,US,US Airways,Boston,8/1/2013,265,3.11,Delayed by Weather,MA
100%,BWI,Baltimore/Washington International,66,US,US Airways,Baltimore,8/1/2013,59,0.89,Delayed by Weather,MD
100%,DTW,Detroit Metro Wayne County,39,US,US Airways,Detroit,8/1/2013,51,1.3,Delayed by Weather,MI
100%,MSP,Minneapolis-St Paul International,67,US,US Airways,Minneapolis,8/1/2013,12,0.18,Delayed by Weather,MN
100%,CLT,Charlotte Douglas International,57,US,US Airways,Charlotte,8/1/2013,1383,24.37,Delayed by Weather,NC
100%,EWR,Newark Liberty International,28,US,US Airways,Newark,8/1/2013,11,0.39,Delayed by Weather,NJ
100%,LAS,McCarran International,59,US,US Airways,Las Vegas,8/1/2013,103,1.75,Delayed by Weather,NV
,JFK,John F. Kennedy International,,US,US Airways,New York,8/1/2013,0,0,Delayed by Weather,NY
100%,LGA,LaGuardia,88,US,US Airways,New York,8/1/2013,370,4.21,Delayed by Weather,NY
100%,DFW,Dallas/Fort Worth International,64,US,US Airways,Dallas/Fort Worth,8/1/2013,128,2.01,Delayed by Weather,TX
100%,IAH,George Bush Intercontinental,47,US,US Airways,Houston,8/1/2013,40,0.85,Delayed by Weather,TX
100%,SLC,Salt Lake City International,100,US,US Airways,Salt Lake City,8/1/2013,7,0.07,Delayed by Weather,UT
100%,SEA,Seattle/Tacoma International,69,US,US Airways,Seattle,8/1/2013,65,0.94,Delayed by Weather,WA
100%,LAX,Los Angeles International,47,VX,Virgin,Los Angeles,8/1/2013,938,20.12,Delayed by Weather,CA
100%,SFO,San Francisco International,31,VX,Virgin,San Francisco,8/1/2013,447,14.45,Delayed by Weather,CA
100%,MCO,Orlando International,26,VX,Virgin,Orlando,8/1/2013,140,5.36,Delayed by Weather,FL
,ORD,Chicago O'Hare International,,VX,Virgin,Chicago,8/1/2013,0,0,Delayed by Weather,IL
100%,BOS,Logan International,22,VX,Virgin,Boston,8/1/2013,76,3.41,Delayed by Weather,MA
100%,EWR,Newark Liberty International,34,VX,Virgin,Newark,8/1/2013,41,1.21,Delayed by Weather,NJ
100%,LAS,McCarran International,38,VX,Virgin,Las Vegas,8/1/2013,67,1.78,Delayed by Weather,NV
100%,JFK,John F. Kennedy International,44,VX,Virgin,New York,8/1/2013,396,8.94,Delayed by Weather,NY
100%,DFW,Dallas/Fort Worth International,27,VX,Virgin,Dallas/Fort Worth,8/1/2013,21,0.77,Delayed by Weather,TX
100%,SEA,Seattle/Tacoma International,45,VX,Virgin,Seattle,8/1/2013,32,0.71,Delayed by Weather,WA
100%,PHX,Phoenix Sky Harbor International,44,WN,Southwest,Phoenix,8/1/2013,727,16.66,Delayed by Weather,AZ
100%,LAX,Los Angeles International,62,WN,Southwest,Los Angeles,8/1/2013,884,14.15,Delayed by Weather,CA
100%,SFO,San Francisco International,66,WN,Southwest,San Francisco,8/1/2013,2072,31.45,Delayed by Weather,CA
100%,DEN,Denver International,103,WN,Southwest,Denver,8/1/2013,3780,36.74,Delayed by Weather,CO
100%,MCO,Orlando International,48,WN,Southwest,Orlando,8/1/2013,359,7.54,Delayed by Weather,FL
100%,ATL,Hartsfield-Jackson Atlanta,63,WN,Southwest,Atlanta,8/1/2013,307,4.87,Delayed by Weather,GA
100%,BOS,Logan International,85,WN,Southwest,Boston,8/1/2013,542,6.34,Delayed by Weather,MA
100%,BWI,Baltimore/Washington International,67,WN,Southwest,Baltimore,8/1/2013,1111,16.52,Delayed by Weather,MD
100%,DTW,Detroit Metro Wayne County,88,WN,Southwest,Detroit,8/1/2013,389,4.43,Delayed by Weather,MI
100%,MSP,Minneapolis-St Paul International,35,WN,Southwest,Minneapolis,8/1/2013,125,3.54,Delayed by Weather,MN
100%,CLT,Charlotte Douglas International,41,WN,Southwest,Charlotte,8/1/2013,178,4.32,Delayed by Weather,NC
100%,EWR,Newark Liberty International,64,WN,Southwest,Newark,8/1/2013,708,11.1,Delayed by Weather,NJ
100%,LAS,McCarran International,89,WN,Southwest,Las Vegas,8/1/2013,3295,37.11,Delayed by Weather,NV
100%,LGA,LaGuardia,96,WN,Southwest,New York,8/1/2013,1148,11.98,Delayed by Weather,NY
100%,SLC,Salt Lake City International,186,WN,Southwest,Salt Lake City,8/1/2013,271,1.46,Delayed by Weather,UT
100%,SEA,Seattle/Tacoma International,67,WN,Southwest,Seattle,8/1/2013,139,2.08,Delayed by Weather,WA
100%,PHX,Phoenix Sky Harbor International,42,YV,Mesa,Phoenix,8/1/2013,56,1.34,Delayed by Weather,AZ
,ATL,Hartsfield-Jackson Atlanta,,YV,Mesa,Atlanta,8/1/2013,0,0,Delayed by Weather,GA
100%,ORD,Chicago O'Hare International,48,YV,Mesa,Chicago,8/1/2013,289,6.08,Delayed by Weather,IL
,BOS,Logan International,,YV,Mesa,Boston,8/1/2013,0,0,Delayed by Weather,MA
,DTW,Detroit Metro Wayne County,,YV,Mesa,Detroit,8/1/2013,0,0,Delayed by Weather,MI
100%,CLT,Charlotte Douglas International,59,YV,Mesa,Charlotte,8/1/2013,590,10,Delayed by Weather,NC
,LGA,LaGuardia,,YV,Mesa,New York,8/1/2013,0,0,Delayed by Weather,NY
,DFW,Dallas/Fort Worth International,,YV,Mesa,Dallas/Fort Worth,8/1/2013,0,0,Delayed by Weather,TX
,IAH,George Bush Intercontinental,,YV,Mesa,Houston,8/1/2013,0,0,Delayed by Weather,TX
,SLC,Salt Lake City International,,YV,Mesa,Salt Lake City,8/1/2013,0,0,Delayed by Weather,UT
,DEN,Denver International,,9E,Endeavor,Denver,8/1/2013,,0,Diverted,CO
,ATL,Hartsfield-Jackson Atlanta,,9E,Endeavor,Atlanta,8/1/2013,,0,Diverted,GA
,ORD,Chicago O'Hare International,,9E,Endeavor,Chicago,8/1/2013,,0,Diverted,IL
,BOS,Logan International,,9E,Endeavor,Boston,8/1/2013,,0,Diverted,MA
,BWI,Baltimore/Washington International,,9E,Endeavor,Baltimore,8/1/2013,,0,Diverted,MD
0%,DTW,Detroit Metro Wayne County,,9E,Endeavor,Detroit,8/1/2013,,5,Diverted,MI
0%,MSP,Minneapolis-St Paul International,,9E,Endeavor,Minneapolis,8/1/2013,,4,Diverted,MN
,CLT,Charlotte Douglas International,,9E,Endeavor,Charlotte,8/1/2013,,0,Diverted,NC
,EWR,Newark Liberty International,,9E,Endeavor,Newark,8/1/2013,,0,Diverted,NJ
0%,JFK,John F. Kennedy International,,9E,Endeavor,New York,8/1/2013,,7,Diverted,NY
,LGA,LaGuardia,,9E,Endeavor,New York,8/1/2013,,0,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,9E,Endeavor,Dallas/Fort Worth,8/1/2013,,2,Diverted,TX
,IAH,George Bush Intercontinental,,9E,Endeavor,Houston,8/1/2013,,0,Diverted,TX
,SLC,Salt Lake City International,,9E,Endeavor,Salt Lake City,8/1/2013,,0,Diverted,UT
,PHX,Phoenix Sky Harbor International,,AA,American,Phoenix,8/1/2013,,0,Diverted,AZ
0%,LAX,Los Angeles International,,AA,American,Los Angeles,8/1/2013,,3,Diverted,CA
0%,SFO,San Francisco International,,AA,American,San Francisco,8/1/2013,,3,Diverted,CA
0%,DEN,Denver International,,AA,American,Denver,8/1/2013,,4,Diverted,CO
0%,MCO,Orlando International,,AA,American,Orlando,8/1/2013,,4,Diverted,FL
,ATL,Hartsfield-Jackson Atlanta,,AA,American,Atlanta,8/1/2013,,0,Diverted,GA
0%,ORD,Chicago O'Hare International,,AA,American,Chicago,8/1/2013,,12,Diverted,IL
0%,BOS,Logan International,,AA,American,Boston,8/1/2013,,1,Diverted,MA
0%,BWI,Baltimore/Washington International,,AA,American,Baltimore,8/1/2013,,1,Diverted,MD
0%,DTW,Detroit Metro Wayne County,,AA,American,Detroit,8/1/2013,,2,Diverted,MI
,MSP,Minneapolis-St Paul International,,AA,American,Minneapolis,8/1/2013,,0,Diverted,MN
,CLT,Charlotte Douglas International,,AA,American,Charlotte,8/1/2013,,0,Diverted,NC
0%,EWR,Newark Liberty International,,AA,American,Newark,8/1/2013,,3,Diverted,NJ
,LAS,McCarran International,,AA,American,Las Vegas,8/1/2013,,0,Diverted,NV
0%,JFK,John F. Kennedy International,,AA,American,New York,8/1/2013,,7,Diverted,NY
0%,LGA,LaGuardia,,AA,American,New York,8/1/2013,,10,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,AA,American,Dallas/Fort Worth,8/1/2013,,91,Diverted,TX
0%,IAH,George Bush Intercontinental,,AA,American,Houston,8/1/2013,,2,Diverted,TX
0%,SLC,Salt Lake City International,,AA,American,Salt Lake City,8/1/2013,,1,Diverted,UT
,SEA,Seattle/Tacoma International,,AA,American,Seattle,8/1/2013,,0,Diverted,WA
,PHX,Phoenix Sky Harbor International,,AS,Alaska,Phoenix,8/1/2013,,0,Diverted,AZ
,LAX,Los Angeles International,,AS,Alaska,Los Angeles,8/1/2013,,0,Diverted,CA
,SFO,San Francisco International,,AS,Alaska,San Francisco,8/1/2013,,0,Diverted,CA
0%,DEN,Denver International,,AS,Alaska,Denver,8/1/2013,,1,Diverted,CO
0%,MCO,Orlando International,,AS,Alaska,Orlando,8/1/2013,,1,Diverted,FL
0%,ATL,Hartsfield-Jackson Atlanta,,AS,Alaska,Atlanta,8/1/2013,,1,Diverted,GA
,ORD,Chicago O'Hare International,,AS,Alaska,Chicago,8/1/2013,,0,Diverted,IL
,BOS,Logan International,,AS,Alaska,Boston,8/1/2013,,0,Diverted,MA
,MSP,Minneapolis-St Paul International,,AS,Alaska,Minneapolis,8/1/2013,,0,Diverted,MN
,EWR,Newark Liberty International,,AS,Alaska,Newark,8/1/2013,,0,Diverted,NJ
0%,LAS,McCarran International,,AS,Alaska,Las Vegas,8/1/2013,,1,Diverted,NV
0%,DFW,Dallas/Fort Worth International,,AS,Alaska,Dallas/Fort Worth,8/1/2013,,1,Diverted,TX
,IAH,George Bush Intercontinental,,AS,Alaska,Houston,8/1/2013,,0,Diverted,TX
,SLC,Salt Lake City International,,AS,Alaska,Salt Lake City,8/1/2013,,0,Diverted,UT
0%,SEA,Seattle/Tacoma International,,AS,Alaska,Seattle,8/1/2013,,3,Diverted,WA
,PHX,Phoenix Sky Harbor International,,B6,JetBlue,Phoenix,8/1/2013,,0,Diverted,AZ
0%,LAX,Los Angeles International,,B6,JetBlue,Los Angeles,8/1/2013,,1,Diverted,CA
0%,SFO,San Francisco International,,B6,JetBlue,San Francisco,8/1/2013,,2,Diverted,CA
,DEN,Denver International,,B6,JetBlue,Denver,8/1/2013,,0,Diverted,CO
0%,MCO,Orlando International,,B6,JetBlue,Orlando,8/1/2013,,6,Diverted,FL
,ORD,Chicago O'Hare International,,B6,JetBlue,Chicago,8/1/2013,,0,Diverted,IL
0%,BOS,Logan International,,B6,JetBlue,Boston,8/1/2013,,5,Diverted,MA
0%,BWI,Baltimore/Washington International,,B6,JetBlue,Baltimore,8/1/2013,,1,Diverted,MD
,CLT,Charlotte Douglas International,,B6,JetBlue,Charlotte,8/1/2013,,0,Diverted,NC
0%,EWR,Newark Liberty International,,B6,JetBlue,Newark,8/1/2013,,1,Diverted,NJ
,LAS,McCarran International,,B6,JetBlue,Las Vegas,8/1/2013,,0,Diverted,NV
0%,JFK,John F. Kennedy International,,B6,JetBlue,New York,8/1/2013,,9,Diverted,NY
0%,LGA,LaGuardia,,B6,JetBlue,New York,8/1/2013,,6,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,B6,JetBlue,Dallas/Fort Worth,8/1/2013,,1,Diverted,TX
,SLC,Salt Lake City International,,B6,JetBlue,Salt Lake City,8/1/2013,,0,Diverted,UT
,SEA,Seattle/Tacoma International,,B6,JetBlue,Seattle,8/1/2013,,0,Diverted,WA
0%,PHX,Phoenix Sky Harbor International,,DL,Delta,Phoenix,8/1/2013,,2,Diverted,AZ
0%,LAX,Los Angeles International,,DL,Delta,Los Angeles,8/1/2013,,2,Diverted,CA
0%,SFO,San Francisco International,,DL,Delta,San Francisco,8/1/2013,,1,Diverted,CA
0%,DEN,Denver International,,DL,Delta,Denver,8/1/2013,,2,Diverted,CO
0%,MCO,Orlando International,,DL,Delta,Orlando,8/1/2013,,4,Diverted,FL
0%,ATL,Hartsfield-Jackson Atlanta,,DL,Delta,Atlanta,8/1/2013,,24,Diverted,GA
0%,ORD,Chicago O'Hare International,,DL,Delta,Chicago,8/1/2013,,2,Diverted,IL
0%,BOS,Logan International,,DL,Delta,Boston,8/1/2013,,1,Diverted,MA
0%,BWI,Baltimore/Washington International,,DL,Delta,Baltimore,8/1/2013,,1,Diverted,MD
0%,DTW,Detroit Metro Wayne County,,DL,Delta,Detroit,8/1/2013,,5,Diverted,MI
0%,MSP,Minneapolis-St Paul International,,DL,Delta,Minneapolis,8/1/2013,,15,Diverted,MN
0%,CLT,Charlotte Douglas International,,DL,Delta,Charlotte,8/1/2013,,1,Diverted,NC
0%,EWR,Newark Liberty International,,DL,Delta,Newark,8/1/2013,,4,Diverted,NJ
0%,LAS,McCarran International,,DL,Delta,Las Vegas,8/1/2013,,1,Diverted,NV
0%,JFK,John F. Kennedy International,,DL,Delta,New York,8/1/2013,,3,Diverted,NY
0%,LGA,LaGuardia,,DL,Delta,New York,8/1/2013,,19,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,DL,Delta,Dallas/Fort Worth,8/1/2013,,1,Diverted,TX
,IAH,George Bush Intercontinental,,DL,Delta,Houston,8/1/2013,,0,Diverted,TX
0%,SLC,Salt Lake City International,,DL,Delta,Salt Lake City,8/1/2013,,3,Diverted,UT
,SEA,Seattle/Tacoma International,,DL,Delta,Seattle,8/1/2013,,0,Diverted,WA
,PHX,Phoenix Sky Harbor International,,EV,ExpressJet,Phoenix,8/1/2013,,0,Diverted,AZ
0%,DEN,Denver International,,EV,ExpressJet,Denver,8/1/2013,,14,Diverted,CO
,MCO,Orlando International,,EV,ExpressJet,Orlando,8/1/2013,,0,Diverted,FL
0%,ATL,Hartsfield-Jackson Atlanta,,EV,ExpressJet,Atlanta,8/1/2013,,21,Diverted,GA
0%,ORD,Chicago O'Hare International,,EV,ExpressJet,Chicago,8/1/2013,,22,Diverted,IL
,BOS,Logan International,,EV,ExpressJet,Boston,8/1/2013,,0,Diverted,MA
,BWI,Baltimore/Washington International,,EV,ExpressJet,Baltimore,8/1/2013,,0,Diverted,MD
0%,DTW,Detroit Metro Wayne County,,EV,ExpressJet,Detroit,8/1/2013,,5,Diverted,MI
0%,MSP,Minneapolis-St Paul International,,EV,ExpressJet,Minneapolis,8/1/2013,,6,Diverted,MN
0%,CLT,Charlotte Douglas International,,EV,ExpressJet,Charlotte,8/1/2013,,2,Diverted,NC
0%,EWR,Newark Liberty International,,EV,ExpressJet,Newark,8/1/2013,,23,Diverted,NJ
0%,JFK,John F. Kennedy International,,EV,ExpressJet,New York,8/1/2013,,1,Diverted,NY
0%,LGA,LaGuardia,,EV,ExpressJet,New York,8/1/2013,,6,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,EV,ExpressJet,Dallas/Fort Worth,8/1/2013,,8,Diverted,TX
0%,IAH,George Bush Intercontinental,,EV,ExpressJet,Houston,8/1/2013,,31,Diverted,TX
0%,SLC,Salt Lake City International,,EV,ExpressJet,Salt Lake City,8/1/2013,,1,Diverted,UT
,PHX,Phoenix Sky Harbor International,,F9,Frontier,Phoenix,8/1/2013,,0,Diverted,AZ
,LAX,Los Angeles International,,F9,Frontier,Los Angeles,8/1/2013,,0,Diverted,CA
,SFO,San Francisco International,,F9,Frontier,San Francisco,8/1/2013,,0,Diverted,CA
0%,DEN,Denver International,,F9,Frontier,Denver,8/1/2013,,5,Diverted,CO
,MCO,Orlando International,,F9,Frontier,Orlando,8/1/2013,,0,Diverted,FL
,ATL,Hartsfield-Jackson Atlanta,,F9,Frontier,Atlanta,8/1/2013,,0,Diverted,GA
,ORD,Chicago O'Hare International,,F9,Frontier,Chicago,8/1/2013,,0,Diverted,IL
,BWI,Baltimore/Washington International,,F9,Frontier,Baltimore,8/1/2013,,0,Diverted,MD
,DTW,Detroit Metro Wayne County,,F9,Frontier,Detroit,8/1/2013,,0,Diverted,MI
,MSP,Minneapolis-St Paul International,,F9,Frontier,Minneapolis,8/1/2013,,0,Diverted,MN
,LAS,McCarran International,,F9,Frontier,Las Vegas,8/1/2013,,0,Diverted,NV
,LGA,LaGuardia,,F9,Frontier,New York,8/1/2013,,0,Diverted,NY
0%,DFW,Dallas/Fort Worth International,,F9,Frontier,Dallas/Fort Worth,8/1/2013,,1,Diverted,TX
,IAH,George Bush Intercontinental,,F9,Frontier,Houston,8/1/2013,,0,Diverted,TX
,SLC,Salt Lake City International,,F9,Frontier,Salt Lake City,8/1/2013,,0,Diverted,UT
,SEA,Seattle/Tacoma International,,F9,Frontier,Seattle,8/1/2013,,0,Diverted,WA
0%,LAX,Los Angeles International,,FL,AirTran,Los Angeles,8/1/2013,,1,Diverted,CA
,SFO,San Francisco International,,FL,AirTran,San Francisco,8/1/2013,,0,Diverted,CA
,DEN,Denver International,,FL,AirTran,Denver,8/1/2013,,0,Diverted,CO
0%,MCO,Orlando International,,FL,AirTran,Orlando,8/1/2013,,7,Diverted,FL
0%,ATL,Hartsfield-Jackson Atlanta,,FL,AirTran,Atlanta,8/1/2013,,2,Diverted,GA
,BOS,Logan International,,FL,AirTran,Boston,8/1/2013,,0,Diverted,MA
0%,BWI,Baltimore/Washington International,,FL,AirTran,Baltimore,8/1/2013,,3,Diverted,MD
,DTW,Detroit Metro Wayne County,,FL,AirTran,Detroit,8/1/2013,,0,Diverted,MI
,MSP,Minneapolis-St Paul International,,FL,AirTran,Minneapolis,8/1/2013,,0,Diverted,MN
,LAS,McCarran International,,FL,AirTran,Las Vegas,8/1/2013,,0,Diverted,NV
0%,LGA,LaGuardia,,FL,AirTran,New York,8/1/2013,,2,Diverted,NY
,PHX,Phoenix Sky Harbor International,,HA,Hawaiian,Phoenix,8/1/2013,,0,Diverted,AZ
,LAX,Los Angeles International,,HA,Hawaiian,Los Angeles,8/1/2013,,0,Diverted,CA
,SFO,San Francisco International,,HA,Hawaiian,San Francisco,8/1/2013,,0,Diverted,CA
